date,sales,revenue,stock,price,is_promoted
2019-02-17,0.0,0.0,15.0,5.5,0
2017-07-26,2.0,0.83,9.0,0.45,0
2018-10-20,0.0,0.0,5.0,22.25,0
2019-09-28,0.0,0.0,1.0,7.9,0
2018-05-25,0.0,0.0,4.0,14.95,0
2017-03-15,0.0,0.0,2.0,20.9,0
2017-04-04,0.0,0.0,21.0,3.25,0
2017-05-06,1.0,8.26,10.0,9.75,0
2018-08-15,0.0,0.0,4.0,19.9,1
2017-07-22,0.0,0.0,2.0,8.9,0
2018-09-03,0.0,0.0,1.0,12.95,0
2018-01-13,0.0,0.0,19.0,1.15,0
2019-05-24,0.0,0.0,4.0,29.95,0
2018-11-17,0.0,0.0,16.0,5.9,0
2018-06-29,0.0,0.0,1.0,1.45,1
2019-09-05,0.0,0.0,1.0,1.0,0
2018-08-03,0.0,0.0,4.0,5.5,0
2017-09-22,0.0,0.0,10.0,5.0,1
2018-12-04,0.0,0.0,15.0,0.9,0
2019-04-17,0.0,0.0,1.0,159.75,0
2017-08-16,0.0,0.0,4.0,9.9,0
2017-08-13,0.0,0.0,8.0,1.4,0
2017-02-03,0.0,0.0,4.0,15.0,0
2017-08-21,0.0,0.0,5.0,24.9,0
2017-05-21,0.0,0.0,17.0,14.9,1
2019-05-11,3.0,66.56,28.0,29.95,1
2018-11-14,0.0,0.0,20.0,2.95,0
2017-03-18,0.0,0.0,5.0,4.75,0
2017-04-23,0.0,0.0,5.0,12.9,0
2017-12-21,0.0,0.0,38.0,7.9,0
2019-02-16,0.0,0.0,44.0,1.75,0
2017-10-29,0.0,0.0,4.0,0.75,0
2018-09-03,0.0,0.0,170.0,1.25,0
2018-11-26,0.0,0.0,23.0,99.9,0
2018-09-15,0.0,0.0,1.0,29.9,0
2019-03-24,0.0,0.0,5.0,19.9,0
2017-05-02,0.0,0.0,3.0,8.95,0
2018-08-12,0.0,0.0,1.0,49.9,1
2017-01-20,0.0,0.0,8.0,27.9,0
2018-12-27,1.0,10.93,9.0,12.9,0
2018-09-03,1.0,1.48,12.0,1.75,0
2018-04-15,0.0,0.0,10.0,1.85,1
2019-07-04,0.0,0.0,11.0,12.0,0
2018-05-08,0.0,0.0,121.0,3.9,0
2018-12-13,0.0,0.0,14.0,4.25,0
2018-02-02,2.0,0.93,10.0,0.5,0
2017-09-08,1.0,8.39,34.0,9.9,1
2017-10-10,0.0,0.0,2.0,28.45,0
2019-10-10,0.0,0.0,2.0,16.5,1
2018-07-13,0.0,0.0,6.0,2.75,0
2019-06-25,2.0,24.06,16.0,12.99,0
2017-07-07,0.0,0.0,5.0,2.5,0
2017-11-22,1.0,9.24,8.0,10.9,0
2018-02-16,0.0,0.0,5.0,3.95,0
2019-01-12,0.0,0.0,20.0,6.5,0
2017-10-09,0.0,0.0,3.0,23.5,0
2018-08-21,0.0,0.0,4.0,5.95,0
2017-05-20,0.0,0.0,37.0,2.5,0
2018-07-16,0.0,0.0,21.0,2.45,0
2019-05-19,0.0,0.0,1.0,17.9,0
2018-01-17,1.0,0.75,0.0,0.75,0
2019-01-27,1.0,12.87,29.0,13.9,0
2018-01-01,0.0,0.0,6.0,3.85,0
2017-09-17,1.0,0.93,17.0,1.0,0
2017-04-04,0.0,0.0,21.0,3.25,0
2017-08-03,0.0,0.0,1.0,114.9,0
2019-03-25,1.0,11.11,99.0,12.0,1
2018-03-22,0.0,0.0,10.0,15.9,0
2017-12-19,0.0,0.0,5.0,10.75,0
2018-03-30,1.0,0.93,6.0,1.0,0
2018-11-27,0.0,0.0,36.0,3.5,0
2018-10-07,0.0,0.0,36.0,5.75,0
2017-05-25,0.0,0.0,10.0,10.9,0
2018-10-26,0.0,0.0,7.0,32.5,0
2018-12-08,0.0,0.0,4.0,39.5,0
2018-08-15,0.0,0.0,77.0,,0
2017-01-08,1.0,0.75,1.0,0.75,0
2018-11-02,0.0,0.0,10.0,7.5,0
2017-03-13,0.0,0.0,14.0,0.75,0
2017-08-15,0.0,0.0,5.0,7.95,0
2019-06-01,3.0,30.25,3.0,11.9,0
2019-01-28,5.0,53.09,0.0,17.9,1
2019-09-16,0.0,0.0,1.0,7.75,0
2018-01-03,0.0,0.0,4.0,6.15,0
2017-09-04,1.0,0.93,58.0,1.0,0
2019-06-29,0.0,0.0,5.0,49.9,0
2018-08-18,0.0,0.0,5.0,34.95,1
2019-10-08,0.0,0.0,13.0,4.5,0
2018-10-04,0.0,0.0,11.0,2.75,0
2018-11-06,0.0,0.0,7.0,13.45,0
2019-10-28,0.0,0.0,18.0,29.9,0
2019-01-16,0.0,0.0,2.0,19.9,0
2017-08-06,0.0,0.0,15.0,46.9,0
2019-03-01,0.0,0.0,12.0,8.5,0
2018-04-23,0.0,0.0,7.0,6.9,0
2018-07-27,0.0,0.0,8.0,37.25,0
2018-11-12,0.0,0.0,9.0,17.99,0
2017-12-09,0.0,0.0,23.0,19.9,0
2019-07-10,1.0,4.58,31.0,3.95,0
2017-03-07,0.0,0.0,20.0,1.0,0
2018-03-25,0.0,0.0,24.0,10.5,0
2018-01-20,18.0,49.17,225.0,2.95,0
2019-04-05,0.0,0.0,2.0,19.9,0
2018-11-29,0.0,0.0,5.0,28.9,0
2019-06-26,0.0,0.0,22.0,41.9,0
2018-05-07,5.0,18.52,21.0,4.0,1
2017-01-06,0.0,0.0,9.0,17.5,0
2018-06-12,0.0,0.0,2.0,22.9,0
2019-08-07,0.0,0.0,18.0,2.45,0
2019-05-20,0.0,0.0,3.0,89.9,0
2017-06-02,0.0,0.0,12.0,3.99,0
2019-05-22,0.0,0.0,87.0,3.25,0
2019-02-18,0.0,0.0,16.0,3.25,0
2017-09-11,1.0,0.93,31.0,1.0,0
2018-10-24,0.0,0.0,4.0,6.35,0
2017-12-24,1.0,6.71,4.0,7.25,0
2018-07-05,0.0,0.0,8.0,3.65,0
2018-04-30,0.0,0.0,3.0,66.9,0
2019-04-24,0.0,0.0,14.0,4.25,0
2017-06-20,0.0,0.0,9.0,6.95,0
2017-01-20,2.0,4.91,26.0,2.65,0
2019-08-24,0.0,0.0,4.0,16.95,0
2018-10-04,0.0,0.0,24.0,1.85,0
2019-07-16,0.0,0.0,22.0,0.65,0
2018-09-15,0.0,0.0,20.0,1.5,0
2017-09-01,0.0,0.0,4.0,13.95,1
2017-03-07,0.0,0.0,24.0,12.0,0
2019-06-19,0.0,0.0,5.0,7.25,0
2018-09-06,1.0,16.63,5.0,23.95,1
2017-08-28,0.0,0.0,2.0,11.9,0
2019-09-20,0.0,0.0,1.0,10.0,0
2017-08-24,0.0,0.0,5.0,5.75,0
2017-05-24,0.0,0.0,14.0,4.95,0
2017-03-22,1.0,0.69,54.0,0.75,0
2019-06-06,2.0,5.83,10.0,3.15,0
2017-03-29,0.0,0.0,7.0,8.9,0
2018-03-16,1.0,0.65,14.0,0.7,0
2019-04-12,0.0,0.0,6.0,11.9,0
2018-07-10,0.0,0.0,11.0,0.75,0
2019-10-23,0.0,0.0,3.0,199.9,0
2018-06-09,0.0,0.0,19.0,0.65,0
2018-03-28,0.0,0.0,16.0,12.9,0
2018-01-13,0.0,0.0,6.0,17.9,0
2018-02-07,0.0,0.0,6.0,13.95,0
2019-10-01,0.0,0.0,2.0,119.9,0
2019-08-06,0.0,0.0,656.0,0.75,0
2017-04-01,0.0,0.0,17.0,2.5,0
2019-02-18,0.0,0.0,9.0,5.9,0
2018-09-02,0.0,0.0,1.0,12.0,0
2018-05-29,0.0,0.0,8.0,6.95,0
2018-06-17,0.0,0.0,4.0,4.95,0
2017-05-08,0.0,0.0,4.0,8.9,0
2018-06-08,0.0,0.0,10.0,2.6,0
2017-12-01,0.0,0.0,17.0,0.65,0
2018-09-09,0.0,0.0,48.0,13.0,0
2019-04-16,0.0,0.0,30.0,9.5,0
2018-05-14,0.0,0.0,24.0,3.4,1
2018-03-16,0.0,0.0,11.0,6.9,0
2018-06-25,0.0,0.0,7.0,2.9,0
2019-08-07,0.0,0.0,9.0,14.95,0
2017-04-12,2.0,24.07,9.0,13.0,0
2018-10-06,0.0,0.0,35.0,1.25,0
2017-02-19,2.0,16.78,1.0,9.9,0
2018-02-28,4.0,12.78,1.0,3.45,0
2017-10-23,0.0,0.0,25.0,1.0,0
2019-03-08,0.0,0.0,2.0,8.25,0
2018-01-26,0.0,0.0,7.0,5.95,1
2017-08-16,0.0,0.0,4.0,23.5,0
2019-01-17,0.0,0.0,4.0,39.9,0
2018-11-13,0.0,0.0,1.0,59.9,0
2018-10-26,0.0,0.0,2.0,9.0,1
2017-05-07,0.0,0.0,12.0,10.9,0
2019-03-13,0.0,0.0,12.0,29.9,0
2017-01-12,0.0,0.0,24.0,1.75,0
2017-10-22,0.0,0.0,18.0,,0
2019-04-26,0.0,0.0,6.0,118.0,0
2019-10-24,0.0,0.0,7.0,18.9,0
2018-01-18,0.0,0.0,154.0,,0
2019-06-15,0.0,0.0,11.0,20.95,1
2017-06-28,1.0,9.21,8.0,9.95,0
2018-11-13,2.0,0.93,23.0,0.5,0
2019-10-21,0.0,0.0,4.0,34.9,0
2017-10-04,0.0,0.0,27.0,5.5,0
2019-03-17,1.0,3.01,54.0,3.25,0
2018-07-02,0.0,0.0,2.0,8.5,0
2018-05-25,1.0,21.99,4.0,25.95,0
2017-07-18,0.0,0.0,15.0,3.35,0
2018-03-20,1.0,2.75,23.0,3.25,0
2019-02-02,0.0,0.0,10.0,,0
2018-03-22,0.0,0.0,7.0,5.95,0
2019-05-17,0.0,0.0,12.0,1.75,0
2017-04-25,0.0,0.0,10.0,12.99,0
2017-12-29,3.0,5.42,11.0,1.95,0
2019-07-24,0.0,0.0,5.0,41.5,0
2018-12-10,0.0,0.0,2.0,2.0,0
2017-04-21,1.0,0.93,52.0,1.0,0
2017-03-06,0.0,0.0,25.0,4.25,0
2017-08-10,2.0,1.85,15.0,1.0,0
2019-01-03,0.0,0.0,35.0,6.5,0
2019-10-05,0.0,0.0,3.0,4.9,0
2018-02-10,3.0,3.47,49.0,1.25,0
2018-12-28,0.0,0.0,66.0,19.9,0
2019-10-25,0.0,0.0,14.0,4.0,0
2019-05-03,0.0,0.0,5.0,14.9,0
2017-01-23,0.0,0.0,12.0,1.75,1
2019-05-18,1.0,5.97,12.0,6.45,1
2018-02-28,0.0,0.0,53.0,4.9,1
2017-05-21,0.0,0.0,5.0,7.95,1
2017-10-21,0.0,0.0,10.0,6.15,0
2019-08-06,0.0,0.0,8.0,17.5,0
2018-04-25,0.0,0.0,8.0,,0
2018-08-10,0.0,0.0,8.0,,0
2018-08-16,0.0,0.0,4.0,15.9,0
2019-09-05,0.0,0.0,5.0,32.9,0
2019-02-01,0.0,0.0,2.0,7.9,0
2019-08-04,0.0,0.0,1.0,3.0,0
2019-09-09,1.0,10.08,20.0,11.9,0
2019-02-28,1.0,25.34,0.0,29.9,0
2019-05-29,0.0,0.0,4.0,38.9,0
2019-07-14,0.0,0.0,24.0,3.75,1
2019-03-07,0.0,0.0,4.0,24.9,0
2018-11-26,0.0,0.0,4.0,37.5,0
2019-08-06,0.0,0.0,11.0,3.25,0
2019-10-22,1.0,12.29,17.0,14.5,0
2019-07-31,1.0,27.73,9.0,29.95,0
2019-03-30,0.0,0.0,11.0,17.99,0
2017-10-23,0.0,0.0,4.0,1.85,0
2019-02-27,0.0,0.0,6.0,18.95,1
2019-05-15,0.0,0.0,12.0,10.0,0
2019-07-18,0.0,0.0,2.0,0.75,0
2018-10-10,1.0,0.83,8.0,0.9,0
2017-04-25,1.0,5.79,3.0,6.25,0
2017-08-04,2.0,2.0,9.0,1.0,0
2019-03-30,0.0,0.0,6.0,3.95,0
2018-01-17,3.0,2.78,5.0,1.0,0
2017-01-23,4.0,14.78,0.0,,0
2019-01-01,0.0,0.0,24.0,1.45,0
2018-08-22,2.0,6.3,67.0,3.4,0
2018-07-13,0.0,0.0,18.0,3.95,0
2018-08-26,51.0,23.61,407.0,,0
2017-05-16,0.0,0.0,8.0,5.45,0
2019-05-13,0.0,0.0,4.0,8.25,0
2017-10-20,0.0,0.0,13.0,9.99,0
2018-08-15,0.0,0.0,25.0,13.5,0
2017-08-16,0.0,0.0,18.0,2.15,0
2019-01-21,1.0,2.78,6.0,3.0,0
2019-06-23,3.0,4.96,59.0,1.95,0
2019-09-12,0.0,0.0,6.0,69.9,0
2019-09-02,0.0,0.0,1.0,17.9,0
2017-11-19,0.0,0.0,6.0,12.95,0
2017-05-29,1.0,1.38,0.0,,0
2019-09-11,1.0,4.07,15.0,4.4,0
2018-01-10,0.0,0.0,2.0,7.95,0
2018-12-24,0.0,0.0,3.0,5.5,0
2019-02-16,0.0,0.0,2.0,12.9,0
2018-02-04,0.0,0.0,2.0,12.5,0
2019-09-13,10.0,9.26,63.0,1.0,0
2018-05-04,0.0,0.0,8.0,2.5,0
2017-08-11,0.0,0.0,7.0,28.45,0
2017-11-14,0.0,0.0,5.0,8.9,0
2018-04-14,0.0,0.0,8.0,1.75,0
2017-01-02,0.0,0.0,9.0,1.9,0
2017-10-28,0.0,0.0,25.0,5.75,1
2017-10-19,0.0,0.0,4.0,11.5,0
2018-02-13,0.0,0.0,25.0,10.75,0
2019-08-30,0.0,0.0,21.0,4.9,0
2018-02-06,0.0,0.0,12.0,59.9,0
2019-05-14,0.0,0.0,3.0,15.0,0
2017-04-29,0.0,0.0,5.0,5.75,0
2018-06-08,0.0,0.0,12.0,14.9,0
2018-02-16,0.0,0.0,6.0,10.75,0
2018-03-30,0.0,0.0,6.0,7.5,0
2019-07-17,0.0,0.0,34.0,14.15,0
2017-11-24,6.0,17.22,57.0,3.1,0
2017-09-04,1.0,0.75,1.0,0.75,0
2019-10-12,0.0,0.0,4.0,8.9,0
2019-06-11,0.0,0.0,6.0,17.9,0
2018-06-05,0.0,0.0,3.0,7.5,0
2018-04-09,1.0,11.78,8.0,13.9,0
2018-10-03,3.0,10.97,6.0,3.95,0
2018-11-28,0.0,0.0,2.0,1.15,0
2019-01-02,0.0,0.0,5.0,15.9,0
2017-10-23,0.0,0.0,6.0,5.5,0
2019-10-12,0.0,0.0,11.0,43.5,0
2018-03-20,0.0,0.0,27.0,12.9,0
2019-01-03,0.0,0.0,43.0,4.1,0
2018-07-16,0.0,0.0,10.0,,0
2017-05-07,0.0,0.0,7.0,14.9,0
2019-04-07,2.0,5.46,47.0,2.95,0
2018-12-01,1.0,0.93,47.0,1.0,0
2018-07-23,0.0,0.0,7.0,37.25,0
2017-10-06,0.0,0.0,20.0,46.9,0
2019-01-15,0.0,0.0,14.0,2.6,0
2018-04-26,2.0,3.7,6.0,2.0,0
2017-03-20,0.0,0.0,20.0,1.75,0
2019-05-15,0.0,0.0,12.0,4.0,0
2017-03-20,0.0,0.0,35.0,2.7,0
2017-10-13,0.0,0.0,18.0,6.4,0
2018-08-16,0.0,0.0,1.0,39.9,0
2018-11-06,0.0,0.0,5.0,18.95,0
2018-02-23,0.0,0.0,3.0,9.95,0
2017-11-25,0.0,0.0,2.0,29.9,0
2018-04-11,0.0,0.0,2.0,10.75,0
2017-01-23,0.0,0.0,12.0,9.95,0
2017-07-30,0.0,0.0,9.0,9.45,1
2018-04-09,1.0,2.73,51.0,2.95,0
2019-05-28,0.0,0.0,16.0,4.95,0
2018-06-28,0.0,0.0,6.0,9.5,0
2019-01-18,1.0,3.8,16.0,4.1,0
2018-04-13,0.0,0.0,1.0,,0
2017-10-24,0.0,0.0,54.0,5.5,0
2019-04-10,0.0,0.0,8.0,11.9,0
2019-10-10,0.0,0.0,9.0,12.9,0
2018-04-20,0.0,0.0,1.0,8.9,1
2017-06-18,0.0,0.0,12.0,6.45,0
2018-11-21,1.0,0.75,0.0,0.75,0
2018-06-03,0.0,0.0,9.0,7.9,0
2017-03-01,2.0,1.85,16.0,1.0,0
2018-05-11,0.0,0.0,2.0,9.0,0
2017-12-27,0.0,0.0,6.0,7.95,0
2018-03-02,0.0,0.0,4.0,15.5,0
2019-10-29,2.0,50.68,10.0,29.9,0
2018-07-17,0.0,0.0,4.0,13.9,1
2019-02-19,0.0,0.0,60.0,3.0,1
2019-06-02,0.0,0.0,12.0,41.9,1
2018-07-20,0.0,0.0,47.0,0.6,0
2017-01-05,0.0,0.0,15.0,1.4,0
2019-05-28,0.0,0.0,5.0,18.5,0
2019-10-19,0.0,0.0,4.0,29.95,0
2019-01-08,0.0,0.0,20.0,29.9,0
2018-05-21,0.0,0.0,5.0,15.9,0
2019-01-24,0.0,0.0,6.0,11.9,0
2017-05-03,0.0,0.0,20.0,5.95,0
2017-09-18,0.0,0.0,1.0,5.5,0
2018-08-18,0.0,0.0,12.0,6.95,0
2017-12-11,0.0,0.0,11.0,29.9,0
2018-09-28,0.0,0.0,4.0,23.9,0
2019-05-23,0.0,0.0,7.0,22.9,0
2019-10-24,0.0,0.0,2.0,13.9,0
2017-07-08,0.0,0.0,7.0,5.59,1
2017-10-12,0.0,0.0,2.0,7.9,0
2017-05-12,0.0,0.0,3.0,3.0,0
2019-01-05,0.0,0.0,7.0,12.65,0
2018-08-03,0.0,0.0,3.0,19.75,0
2018-07-18,0.0,0.0,14.0,6.6,1
2019-03-07,0.0,0.0,9.0,2.4,0
2019-06-05,0.0,0.0,1.0,8.25,0
2019-02-25,1.0,2.27,26.0,2.45,0
2017-11-16,0.0,0.0,10.0,7.9,1
2017-09-26,0.0,0.0,24.0,3.15,0
2018-06-13,0.0,0.0,1.0,8.5,0
2018-08-11,0.0,0.0,20.0,1.0,1
2017-09-14,0.0,0.0,13.0,15.9,0
2017-11-20,0.0,0.0,11.0,27.25,0
2018-07-22,0.0,0.0,13.0,31.5,0
2018-12-06,2.0,55.46,3.0,29.95,0
2019-09-25,0.0,0.0,19.0,4.75,1
2017-03-27,1.0,3.1,53.0,3.35,0
2017-08-30,0.0,0.0,32.0,2.25,0
2019-06-29,0.0,0.0,7.0,4.0,0
2018-08-24,0.0,0.0,20.0,18.9,0
2018-04-11,0.0,0.0,20.0,5.5,0
2018-02-01,0.0,0.0,28.0,0.6,0
2017-05-11,0.0,0.0,9.0,9.95,0
2018-09-07,0.0,0.0,3.0,2.1,1
2019-07-20,1.0,29.24,5.0,34.5,0
2019-02-18,0.0,0.0,7.0,16.9,0
2019-02-08,0.0,0.0,7.0,28.5,0
2018-05-17,0.0,0.0,18.0,18.0,0
2019-08-04,0.0,0.0,8.0,3.95,1
2017-04-08,0.0,0.0,5.0,17.9,0
2017-10-24,0.0,0.0,6.0,17.9,0
2019-05-31,0.0,0.0,6.0,16.95,1
2018-12-20,2.0,7.31,38.0,3.95,0
2019-08-04,0.0,0.0,3.0,13.95,1
2018-05-05,0.0,0.0,14.0,5.5,1
2017-08-09,0.0,0.0,47.0,5.9,0
2017-08-14,0.0,0.0,1.0,1.0,0
2018-03-09,0.0,0.0,4.0,7.5,0
2018-05-22,0.0,0.0,20.0,64.9,0
2017-11-12,0.0,0.0,6.0,24.9,0
2019-08-26,0.0,0.0,10.0,4.95,1
2017-04-08,0.0,0.0,12.0,9.9,0
2019-07-02,0.0,0.0,7.0,16.95,0
2017-04-12,0.0,0.0,9.0,26.9,1
2018-09-08,1.0,1.39,1.0,1.5,0
2018-10-18,0.0,0.0,3.0,3.95,1
2019-04-11,0.0,0.0,20.0,1.95,0
2019-08-23,0.0,0.0,5.0,12.9,1
2017-06-20,0.0,0.0,20.0,19.95,0
2019-10-27,0.0,0.0,6.0,7.9,0
2018-05-28,0.0,0.0,11.0,2.45,0
2019-10-03,0.0,0.0,4.0,124.9,0
2017-10-22,0.0,0.0,16.0,1.0,0
2019-07-01,0.0,0.0,4.0,20.95,1
2018-05-01,3.0,9.58,26.0,3.45,0
2018-11-10,0.0,0.0,7.0,3.5,0
2018-05-21,0.0,0.0,3.0,8.9,0
2017-06-12,0.0,0.0,20.0,1.0,0
2017-06-06,0.0,0.0,2.0,15.9,0
2017-08-06,0.0,0.0,10.0,23.5,0
2018-02-16,0.0,0.0,4.0,59.9,0
2017-10-28,0.0,0.0,4.0,9.9,0
2017-04-25,0.0,0.0,2.0,8.9,0
2018-11-24,0.0,0.0,11.0,3.65,0
2019-04-25,0.0,0.0,3.0,79.9,0
2017-06-21,0.0,0.0,47.0,3.5,0
2019-10-16,0.0,0.0,2.0,17.9,0
2019-04-22,0.0,0.0,3.0,12.95,1
2017-03-05,0.0,0.0,12.0,16.9,1
2019-09-22,2.0,38.14,7.0,22.5,0
2019-01-08,0.0,0.0,5.0,19.9,0
2018-09-02,0.0,0.0,7.0,17.25,0
2018-07-09,8.0,25.56,21.0,3.45,1
2017-06-17,0.0,0.0,38.0,0.7,0
2018-01-02,0.0,0.0,22.0,1.85,0
2018-11-21,0.0,0.0,1.0,11.25,0
2018-08-26,3.0,2.78,107.0,1.0,0
2019-04-05,0.0,0.0,8.0,5.95,0
2017-10-08,0.0,0.0,4.0,10.75,0
2018-06-05,0.0,0.0,2.0,11.9,0
2019-09-09,0.0,0.0,3.0,89.9,1
2019-06-02,0.0,0.0,15.0,21.9,0
2019-05-31,0.0,0.0,5.0,15.99,0
2017-10-21,1.0,1.85,21.0,2.0,0
2018-09-09,0.0,0.0,5.0,24.95,1
2018-01-15,0.0,0.0,10.0,,0
2018-09-20,0.0,0.0,12.0,1.0,0
2019-02-03,0.0,0.0,55.0,2.45,0
2017-04-08,0.0,0.0,3.0,3.95,0
2018-10-17,0.0,0.0,5.0,0.75,0
2019-08-13,0.0,0.0,6.0,19.9,0
2017-09-29,0.0,0.0,1.0,0.75,0
2018-08-18,1.0,10.08,5.0,13.9,1
2019-05-13,0.0,0.0,8.0,29.95,1
2018-08-16,0.0,0.0,1.0,15.9,0
2017-12-22,0.0,0.0,5.0,7.1,1
2019-04-07,1.0,25.34,5.0,34.9,0
2019-10-07,0.0,0.0,10.0,14.9,0
2019-03-16,0.0,0.0,8.0,4.65,0
2017-07-17,0.0,0.0,6.0,12.9,0
2018-01-20,0.0,0.0,15.0,,0
2019-07-15,0.0,0.0,12.0,13.25,0
2017-01-09,0.0,0.0,39.0,4.5,0
2018-09-12,0.0,0.0,25.0,1.25,0
2019-05-16,0.0,0.0,7.0,1.95,1
2018-05-24,0.0,0.0,4.0,4.05,0
2017-10-16,0.0,0.0,10.0,2.95,1
2017-10-21,0.0,0.0,23.0,2.5,0
2019-06-10,3.0,8.19,19.0,2.95,0
2018-01-24,0.0,0.0,10.0,0.75,0
2018-02-02,0.0,0.0,12.0,34.95,0
2019-01-31,0.0,0.0,6.0,3.95,1
2018-07-08,0.0,0.0,3.0,59.9,0
2018-02-07,0.0,0.0,7.0,19.9,0
2019-04-15,0.0,0.0,9.0,6.0,0
2019-09-30,1.0,6.69,20.0,7.9,0
2018-07-18,0.0,0.0,15.0,29.95,0
2018-08-28,0.0,0.0,8.0,5.9,0
2019-09-21,0.0,0.0,3.0,2.95,0
2018-02-21,0.0,0.0,36.0,4.05,0
2017-09-05,2.0,50.68,8.0,29.9,0
2017-08-11,3.0,11.81,43.0,4.25,0
2018-11-17,0.0,0.0,15.0,3.5,1
2018-04-23,0.0,0.0,17.0,2.25,1
2017-03-01,1.0,5.92,4.0,6.99,1
2017-01-08,3.0,3.47,21.0,1.25,0
2018-05-13,0.0,0.0,46.0,10.9,0
2018-11-23,1.0,3.01,45.0,3.25,0
2019-04-04,0.0,0.0,9.0,9.75,0
2018-06-09,0.0,0.0,4.0,3.95,0
2018-11-22,0.0,0.0,2.0,18.0,0
2019-05-11,0.0,0.0,8.0,39.95,1
2017-01-13,0.0,0.0,16.0,1.49,1
2017-05-24,0.0,0.0,12.0,1.85,0
2017-07-05,0.0,0.0,6.0,12.9,0
2018-05-26,1.0,3.38,39.0,3.65,0
2018-09-04,0.0,0.0,22.0,78.9,0
2019-02-20,0.0,0.0,2.0,12.5,0
2018-05-04,0.0,0.0,14.0,2.75,0
2019-06-06,0.0,0.0,6.0,9.75,0
2017-08-10,0.0,0.0,7.0,18.5,0
2018-07-22,1.0,1.16,66.0,,0
2019-09-29,0.0,0.0,10.0,12.9,0
2019-05-18,2.0,18.68,16.0,15.75,1
2017-04-16,1.0,0.93,5.0,1.0,0
2019-04-26,0.0,0.0,10.0,4.25,0
2017-09-18,0.0,0.0,23.0,3.5,0
2017-10-27,0.0,0.0,12.0,44.9,0
2019-08-27,0.0,0.0,3.0,7.9,0
2018-03-01,1.0,1.85,11.0,2.0,0
2017-12-25,0.0,0.0,10.0,39.9,1
2019-08-20,0.0,0.0,5.0,12.9,1
2019-06-17,0.0,0.0,15.0,16.95,0
2018-03-10,0.0,0.0,2.0,5.9,0
2017-09-24,5.0,13.66,12.0,2.95,0
2019-10-28,1.0,8.6,14.0,14.5,1
2019-02-23,0.0,0.0,7.0,20.9,1
2019-02-13,0.0,0.0,24.0,1.55,1
2019-10-29,0.0,0.0,12.0,4.75,0
2018-11-08,0.0,0.0,32.0,4.5,0
2017-01-13,0.0,0.0,11.0,8.95,0
2017-02-21,0.0,0.0,13.0,4.75,0
2017-11-27,0.0,0.0,8.0,9.9,0
2017-06-27,4.0,2.78,9.0,0.75,0
2019-09-09,0.0,0.0,1.0,3.5,0
2018-08-19,0.0,0.0,26.0,,0
2019-08-05,0.0,0.0,15.0,4.0,0
2019-07-05,0.0,0.0,22.0,29.9,0
2017-05-03,0.0,0.0,4.0,2.5,0
2019-10-07,0.0,0.0,6.0,41.5,1
2019-05-23,0.0,0.0,6.0,15.9,0
2019-02-15,1.0,2.04,7.0,2.2,0
2019-02-08,0.0,0.0,5.0,5.45,1
2017-05-11,6.0,2.78,20.0,0.5,0
2018-01-04,0.0,0.0,6.0,12.9,0
2018-09-20,1.0,2.73,6.0,2.95,0
2017-12-17,0.0,0.0,15.0,1.4,0
2017-10-19,0.0,0.0,1.0,23.5,0
2019-04-19,0.0,0.0,11.0,4.5,0
2017-10-01,0.0,0.0,2.0,349.0,0
2019-02-18,0.0,0.0,6.0,5.45,0
2018-11-28,0.0,0.0,1.0,76.9,0
2019-04-05,0.0,0.0,8.0,23.75,0
2019-02-23,0.0,0.0,1.0,14.9,1
2019-10-29,1.0,4.86,36.0,5.25,0
2017-04-23,4.0,17.59,30.0,4.75,0
2018-04-27,1.0,0.6,22.0,0.65,0
2018-05-07,0.0,0.0,19.0,8.5,0
2019-10-01,0.0,0.0,25.0,8.9,1
2019-03-04,0.0,0.0,13.0,2.4,0
2018-05-04,0.0,0.0,3.0,76.9,0
2018-06-17,0.0,0.0,3.0,3.75,0
2018-09-04,1.0,1.39,10.0,1.5,0
2017-12-31,0.0,0.0,4.0,18.95,0
2018-01-20,0.0,0.0,3.0,4.95,0
2018-11-24,0.0,0.0,4.0,10.0,0
2017-12-13,0.0,0.0,7.0,7.9,0
2019-03-21,1.0,101.76,0.0,109.9,1
2017-01-15,1.0,2.73,9.0,2.95,0
2019-07-03,0.0,0.0,3.0,49.9,0
2017-12-08,0.0,0.0,7.0,33.9,0
2017-11-14,0.0,0.0,5.0,18.5,0
2019-09-23,0.0,0.0,6.0,9.95,0
2018-04-24,0.0,0.0,4.0,9.0,0
2019-03-24,0.0,0.0,1.0,18.0,0
2018-10-02,2.0,8.31,3.0,4.9,0
2018-09-03,3.0,2.5,22.0,0.9,0
2018-11-01,0.0,0.0,12.0,18.9,0
2018-06-28,0.0,0.0,12.0,4.9,0
2017-11-27,0.0,0.0,1.0,0.75,0
2017-04-29,0.0,0.0,9.0,1.5,1
2017-10-20,0.0,0.0,20.0,3.5,0
2018-04-04,0.0,0.0,6.0,10.45,1
2019-08-04,0.0,0.0,16.0,33.5,0
2019-02-26,0.0,0.0,2.0,19.9,1
2019-01-19,1.0,13.47,8.0,15.9,0
2018-07-12,1.0,13.56,18.0,16.0,0
2018-07-07,7.0,4.86,0.0,,0
2017-03-07,0.0,0.0,11.0,7.95,1
2019-08-08,1.0,4.58,16.0,4.95,0
